LotID,Address,,Latitude,Longitude,GeocodeStatus
620,2714 E La Sal Peak Drive,"[' Heber City', ' UT 84032']",40.527172,-111.371273,Success
621,2694 E La Sal Peak Drive,"[' Heber City', ' UT 84032']",40.527676,-111.371725,Success
622,2634 E La Sal Peak Drive,"[' Heber City', ' UT 84032']",40.5283134,-111.3720266,Success
623,2598 E La Sal Peak Drive,"[' Heber City', ' UT 84032']",40.528163,-111.372825,Success
624,2564 E La Sal Peak Drive,"[' Heber City', ' UT 84032']",40.528475,-111.373321,Success
625,2635 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5247233,-111.371789,Success
626,2687 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.524351,-111.371337,Success
627,2743 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5237769,-111.3707254,Success
628,2811 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5237258,-111.3698075,Success
629,1381 N Monroe Peak Circle ,"[' Heber City', ' UT 84032']",40.5244627,-111.3690808,Success
63,1060 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.5200643,-111.3856928,Success
630,1419 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5245734,-111.3700704,Success
631,1435 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5249346,-111.3704799,Success
632,1451 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5251063,-111.3711169,Success
633,1457 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5254177,-111.3708368,Success
634,1458 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5256009,-111.3705974,Success
635,1456 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5252976,-111.3703819,Success
636,1428 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5249164,-111.3701953,Success
637,1392 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5247464,-111.3692831,Success
638,1372 N Monroe Peak Circle ,"[' Heber City', ' UT 84032']",40.5244384,-111.3687247,Success
639,1343 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.523776,-111.3687167,Success
64,1075 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.520752,-111.385507,Success
640,1313 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5236654,-111.3678021,Success
641,1261 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5236144,-111.3670558,Success
643,1256 N Monroe Peak Circle,"[' Heber City', ' UT 84032']",40.5234261,-111.366613,Success
644,1274 N Monroe Peak Circle ,"[' Heber City', ' UT 84032']",40.5239407,-111.3668865,Success
645,1292 N Monroe Peak Circle ,"[' Heber City', ' UT 84032']",40.5240986,-111.3674609,Success
646,1326 N Monroe Peak Circle ,"[' Heber City', ' UT 84032']",40.5237873,-111.3682358,Success
647,2898 E La Sal Peak Drive ,"[' Heber City', ' UT 84032']",40.5259065,-111.367598,Success
648,2846 E La Sal Peak Drive ,"[' Heber City', ' UT 84032']",40.5270511,-111.3698302,Success
649,1472 N Red Castle Circle,"[' Heber City', ' UT 84032']",40.525305,-111.368355,Success
65,1111 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.521129,-111.385408,Success
650,1481 N Red Castle Circle,"[' Heber City', ' UT 84032']",40.525408,-111.369144,Success
651,1507 N Red Castle Circle,"[' Heber City', ' UT 84032']",40.525772,-111.369537,Success
652,1531 N Red Castle Circle,"[' Heber City', ' UT 84032']",40.526175,-111.370059,Success
653,1545 N Red Castle Circle,"[' Heber City', ' UT 84032']",40.5266229,-111.3700819,Success
654,2519 E La Sal Peak Drive,"[' Heber City', ' UT 84032']",40.528534,-111.374131,Success
655,1311 N Granite Peak Way,"[' Heber City', ' UT 84032']",32.4708221,-111.0110088,Success
656,1307 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6577546,-84.2659757,Success
657,1303 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6578423,-84.2660378,Success
658,1299 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6579408,-84.2661276,Success
659,1295 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6579915,-84.2661433,Success
66,1131 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.5214559,-111.3850805,Success
660,1261 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.658557,-84.2668613,Success
661,1257 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6585665,-84.266954,Success
662,1253 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6585759,-84.2670467,Success
663,1249 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6585837,-84.2671678,Success
664,1245 N Granite Peak Way,"[' Heber City', ' UT 84032']",32.4708221,-111.0110088,Success
665,1207 N Granite Peak Way,"[' Heber City', ' UT 84032']",,,Error: ZERO_RESULTS
666,1203 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6586224,-84.267995,Success
667,1199 N Granite Peak Way,"[' Heber City', ' UT 84032']",,,Error: ZERO_RESULTS
668,1195 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6586224,-84.267995,Success
669,1191 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6586224,-84.267995,Success
67,1147 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.521937,-111.3854,Success
670,1155 N Granite Peak Way,"[' Heber City', ' UT 84032']",61.7107206,-148.8621048,Success
671,1151 N Granite Peak Way,"[' Heber City', ' UT 84032']",,,Error: ZERO_RESULTS
672,1147 N Granite Peak Way,"[' Heber City', ' UT 84032']",,,Error: ZERO_RESULTS
673,1143 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6586224,-84.267995,Success
674,1139 N Granite Peak Way,"[' Heber City', ' UT 84032']",,,Error: ZERO_RESULTS
675,1127 N Granite Peak Way,"[' Heber City', ' UT 84032']",33.8305964,-84.1117161,Success
676,2736 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
677,2738 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
678,2742 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
679,2744 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
68,1171 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.5223797,-111.3854224,Success
680,2746 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
681,2752 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
682,2754 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
683,2756 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
684,2758 E Granite Peak Drive,"[' Heber City', ' UT 84032']",45.6657264,-111.1371983,Success
685,1194 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6581571,-84.2683931,Success
686,1204 N Granite Peak Way,"[' Heber City', ' UT 84032']",,,Error: ZERO_RESULTS
687,1218 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6581391,-84.2680105,Success
688,1228 N Granite Peak Way,"[' Heber City', ' UT 84032']",,,Error: ZERO_RESULTS
689,1242 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6581171,-84.2673806,Success
69,1187 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.5226865,-111.3851002,Success
690,1252 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6580978,-84.2671636,Success
691,1268 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6580671,-84.266913,Success
692,1276 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6582223,-84.2666506,Success
693,1292 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6578057,-84.2667444,Success
694,1308 N Granite Peak Way,"[' Heber City', ' UT 84032']",39.6575162,-84.266539,Success
7,108 N Haystack Mountain Drive,"[' Heber City', ' UT 84032']",40.5141987,-111.3883995,Success
70,1207 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.523142,-111.385437,Success
707a,2492 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
708,2458 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
709,2343 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5092624,-111.3771235,Success
71,1225 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.5235883,-111.3853529,Success
710,2381 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5092461,-111.376724,Success
711,2407 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5092092,-111.3763409,Success
712,2433 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5091772,-111.3759072,Success
714,2483 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5092565,-111.3752683,Success
715,2495 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5095666,-111.3752848,Success
716,2497 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5098364,-111.3752775,Success
717,2496 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5088609,-111.3749539,Success
718,2474 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.508707,-111.375329,Success
719,2452 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5087113,-111.375681,Success
72,1245 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.5239295,-111.3849728,Success
720,2426 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5088871,-111.3761308,Success
721,2402 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5089269,-111.376496,Success
722,2384 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5089438,-111.3768456,Success
723,2358 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.508819,-111.37711,Success
724,2346 E Copper Belt Way,"[' Heber City', ' UT 84032']",40.5088115,-111.3774152,Success
725,2332 E Copper Belt Way ,"[' Heber City', ' UT 84032']",40.5090431,-111.3775169,Success
726,2093 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5203005,-111.3813091,Success
727,2121 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.520163,-111.3808176,Success
728,2145 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5199722,-111.3799551,Success
729,901 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5159965,-111.3789157,Success
73,1261 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.52435,-111.38536,Success
730,875 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5159965,-111.3789157,Success
731,853 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5178694,-111.3798699,Success
732,827 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5173308,-111.379442,Success
733,799 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5170073,-111.3788549,Success
734,769 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5166362,-111.3786112,Success
735,735 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5159965,-111.3789157,Success
736,693 N Copper Belt Drive ,"[' Heber City', ' UT 84032']",40.5159965,-111.3789157,Success
737,657 N Copper Belt Drive ,"[' Heber City', ' UT 84032']",40.5156557,-111.3785935,Success
738,625 N Copper Belt Drive ,"[' Heber City', ' UT 84032']",40.5150587,-111.3793561,Success
739,689 N Copper Belt Circle,"[' Heber City', ' UT 84032']",40.5165764,-111.3793157,Success
74,1265 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.5247784,-111.3853424,Success
740,687 N Copper Belt Circle,"[' Heber City', ' UT 84032']",40.516118,-111.3793348,Success
741,671 N Copper Belt Circle,"[' Heber City', ' UT 84032']",40.5157913,-111.3793719,Success
742,655 N Copper Belt Circle,"[' Heber City', ' UT 84032']",40.5154083,-111.3794065,Success
743,633 N Copper Belt Circle,"[' Heber City', ' UT 84032']",40.5150195,-111.3794533,Success
744,575 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5145798,-111.3772543,Success
745,756 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5167157,-111.3777182,Success
746,726 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.516355,-111.377494,Success
747,702 N Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5159965,-111.3789157,Success
75,1275 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.5248083,-111.3845487,Success
758,2243 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.50906,-111.3788642,Success
759,2203 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5090931,-111.3794242,Success
76,1285 N Oquirrh Mountain Drive,"[' Heber City', ' UT 84032']",40.52467,-111.3841119,Success
760,2171 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5092157,-111.3799352,Success
761,2143 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.509486,-111.380482,Success
762,2113 E Copper Belt Drive ,"[' Heber City', ' UT 84032']",40.5094025,-111.3810259,Success
763,2108 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5078331,-111.3820504,Success
764,2144 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5100953,-111.380864,Success
765,2172 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5100232,-111.3803187,Success
766,2194 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5099372,-111.3798214,Success
767,2212 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5097903,-111.3793759,Success
768,2220 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5099801,-111.3788914,Success
769,2215 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5103668,-111.3789544,Success
77,2180 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5191011,-111.3800101,Success
770,2205 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5104894,-111.379458,Success
771,2181 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5105384,-111.3800782,Success
772,306 N Signal Peak Circle,"[' Heber City', ' UT 84032']",40.5114448,-111.3808394,Success
773,310 N Signal Peak Circle,"[' Heber City', ' UT 84032']",40.5114134,-111.3812316,Success
774,303 N Signal Peak Circle,"[' Heber City', ' UT 84032']",40.5112241,-111.3815777,Success
775,285 N Signal Peak Circle,"[' Heber City', ' UT 84032']",40.5110085,-111.3817968,Success
776,259 N Signal Peak Circle ,"[' Heber City', ' UT 84032']",40.5106453,-111.3817559,Success
777,2111 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5102406,-111.3819746,Success
778,2105 E Signal Peak Court,"[' Heber City', ' UT 84032']",40.5097477,-111.3819724,Success
779,2041 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5091576,-111.3823037,Success
78,2220 East Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.518824,-111.379518,Success
780,2078 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5090294,-111.3814276,Success
781,2072 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5088859,-111.3814873,Success
782,2052 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.508985,-111.3819265,Success
783,2028 E Copper Belt Drive,"[' Heber City', ' UT 84032']",40.5088702,-111.3822231,Success
789,2090 East Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5197798,-111.3812619,Success
79,2201 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5194626,-111.3791527,Success
790,2114 East Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.519694,-111.380942,Success
791,2140 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5195501,-111.3805798,Success
792,2166 East Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5192974,-111.3802878,Success
797,3092 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
798,3106 E Red Knob Way (Jill),"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
8,116 N Haystack Mountain Drive,"[' Heber City', ' UT 84032']",40.5103952,-111.3893371,Success
80,2265 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5187817,-111.3783647,Success
800,3023 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
801,3045 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
802,3147 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
803,3067 E Red Knob Way (Austin),"[' Heber City', ' UT 84032']",30.267153,-97.7430608,Success
81,2303 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5178485,-111.3780065,Success
814,3195 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
815,3221 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
816,3247 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
817,3261 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
818,3277 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
819,3297 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
82,2333 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5176301,-111.3772123,Success
820,3319 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
821,3341 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
822,3371 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
823,3389 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
824,3421 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
825,3172 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
826,3198 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
827,3212 E Red Knob Way (Shauna),"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
828,3224 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
829,3238 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
83,2355 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5171701,-111.3765149,Success
84,2383 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5166215,-111.3762059,Success
85,2270 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5184254,-111.3785063,Success
86,2286 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5181239,-111.3787149,Success
87,2296 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5178271,-111.3786982,Success
876,3266 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
877,3284 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
878,3304 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
88,2306 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5175709,-111.3784888,Success
89,2314 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.517368,-111.3781939,Success
895,3362 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
896,3382 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
897,3408 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
898,3428 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
899,3417 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5228437,-111.359997,Success
9,126 N Haystack Mountain Drive,"[' Heber City', ' UT 84032']",40.5103952,-111.3893371,Success
90,2326 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5172385,-111.3778755,Success
900,3379 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5231829,-111.3605134,Success
901,3335 E Boulder Top Way ,"[' Heber City', ' UT 84032']",40.5234585,-111.3613017,Success
902,1328 N Grand View Peak Ct (Anthony,"[' Heber City', ' UT 84032']",41.6032207,-73.087749,Success
903,1348 N Grand View Peak Ct (Nolan),"[' Heber City', ' UT 84032']",41.6032207,-73.087749,Success
904,1394 N Grand View Peak Ct (Nolan),"[' Heber City', ' UT 84032']",41.6032207,-73.087749,Success
905,1396 N Grand View Peak Ct,"[' Heber City', ' UT 84032']",41.6032207,-73.087749,Success
906,1399 N Grand View Peak Ct,"[' Heber City', ' UT 84032']",42.0283604,-72.6920969,Success
907,1385 N Grand View Peak Ct,"[' Heber City', ' UT 84032']",41.6032207,-73.087749,Success
908,3293 E Boulder Top Way ,"[' Heber City', ' UT 84032']",40.5237381,-111.3621868,Success
909,3269 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5236263,-111.3627908,Success
91,2366 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5169587,-111.3772564,Success
910,3225 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5234123,-111.3635732,Success
911,3167 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5239117,-111.3638953,Success
912,3123 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.524348,-111.3645741,Success
913,3097 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5246975,-111.3650985,Success
915,3058 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5245744,-111.3659017,Success
916,3082 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5244702,-111.3652791,Success
917,3126 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.524165,-111.3649247,Success
918,3162 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5236149,-111.3645819,Success
92,2400 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5162549,-111.3767896,Success
922,3258 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5233009,-111.3627448,Success
923,3314 E Boulder Top Way,"[' Heber City', ' UT 84032']",38.2453153,-111.3885211,Success
924,3346 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5231378,-111.3613984,Success
925,3386 E Boulder Top Way,"[' Heber City', ' UT 84032']",40.5229334,-111.3607402,Success
93,2414 E Flat Top Mountain Drive,"[' Heber City', ' UT 84032']",40.5158303,-111.3768153,Success
94,2575 E Red Knob Way ,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
95,2611 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
96,2661 E Red Knob Way,"[' Heber City', ' UT 84032']",40.5149385,-111.3752721,Success
98,787 N Red Ledges Boulevard,"[' Heber City', ' UT 84032']",40.5170042,-111.3695428,Success
99,771 N Red Ledges Boulevard,"[' Heber City', ' UT 84032']",40.516782,-111.3691065,Success
AV-1C,242 N. Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
AV-2C,254 N. Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
AV-3C/4C,266 N Red Ledges Village Way ,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
AV-5C,314 N. Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
AV-6C,332 N. Red Ledges Village Way,"[' Heber City', ' UT 84032']",40.5084564,-111.3835962,Success
BA-01,359 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5118886,-111.3876892,Success
BA-02,359 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5118886,-111.3876892,Success
BA-03,359 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5118886,-111.3876892,Success
BB-01,365 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5120224,-111.3878617,Success
BB-02,365 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5120224,-111.3878617,Success
BB-03,365 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5120224,-111.3878617,Success
BC-01,371 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5122391,-111.3880514,Success
BC-02,371 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5122391,-111.3880514,Success
BC-03,371 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5122391,-111.3880514,Success
BD-01,377 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5124843,-111.3879783,Success
BD-02,377 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5124843,-111.3879783,Success
BD-03,377 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5124843,-111.3879783,Success
BE-01,383 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5126803,-111.3877166,Success
BE-02,383 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5126803,-111.3877166,Success
BE-03,383 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5126803,-111.3877166,Success
BF-01,389 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5127614,-111.3873915,Success
BF-02,389 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5127614,-111.3873915,Success
BF-03,389 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5127614,-111.3873915,Success
BG-01,399 N Abajo Peak Loop,"[' Unit 1', ' Heber City', ' UT 84032']",40.5127032,-111.387028,Success
BG-02,399 N Abajo Peak Loop,"[' Unit 2', ' Heber City', ' UT 84032']",40.5127032,-111.387028,Success
BG-03,399 N Abajo Peak Loop,"[' Unit 3', ' Heber City', ' UT 84032']",40.5127032,-111.387028,Success
BH-01,431 N Abajo Peak Way,"[' Unit 1', ' Heber City', ' UT 84032']",40.5128272,-111.3864642,Success
BH-02,431 N Abajo Peak Way,"[' Unit 2', ' Heber City', ' UT 84032']",40.5128272,-111.3864642,Success
BH-03,431 N Abajo Peak Way,"[' Unit 3', ' Heber City', ' UT 84032']",40.5128272,-111.3864642,Success
BI-01,424 N Abajo Peak Way,"[' Unit 1', ' Heber City', ' UT 84032']",40.5125966,-111.3863292,Success
BI-02,424 N Abajo Peak Way,"[' Unit 2', ' Heber City', ' UT 84032']",40.5125966,-111.3863292,Success
BI-03,424 N Abajo Peak Way,"[' Unit 3', ' Heber City', ' UT 84032']",40.5125966,-111.3863292,Success
BJ-01,404 N Abajo Peak Way,"[' Unit 1', ' Heber City', ' UT 84032']",40.5123168,-111.3865136,Success
BJ-02,404 N Abajo Peak Way,"[' Unit 2', ' Heber City', ' UT 84032']",40.5123168,-111.3865136,Success
BJ-03,404 N Abajo Peak Way,"[' Unit 3', ' Heber City', ' UT 84032']",40.5123168,-111.3865136,Success
BK-01,388 N Abajo Peak Way,"[' Unit 1', ' Heber City', ' UT 84032']",40.5120659,-111.3867093,Success
BK-02,388 N Abajo Peak Way,"[' Unit 2', ' Heber City', ' UT 84032']",40.5120659,-111.3867093,Success
BK-03,388 N Abajo Peak Way,"[' Unit 3', ' Heber City', ' UT 84032']",40.5120659,-111.3867093,Success
BL-01,366 N Abajo Peak Way,"[' Unit 1', ' Heber City', ' UT 84032']",40.5118262,-111.3869762,Success
BL-02,366 N Abajo Peak Way,"[' Unit 2', ' Heber City', ' UT 84032']",40.5118262,-111.3869762,Success
BL-03,366 N Abajo Peak Way,"[' Unit 3', ' Heber City', ' UT 84032']",40.5118262,-111.3869762,Success
BM-01,344 N Abajo Peak Way,"[' Unit 1', ' Heber City', ' UT 84032']",40.5116009,-111.3871676,Success
